,advertiser,devicecategory,count
2272,Calor Gas,Tablet,31
2273,Caltex Australia Petroleum,Desktop,3
2274,Calumet Photo,Desktop,35
2275,Calumet Photo,Smartphone,18
2276,Calumet Photo,Tablet,9
2277,Calzedonia Group,Desktop,190
2278,Calzedonia Group,Smartphone,278
2279,Calzedonia Group,Tablet,35
2280,Camaieu,Desktop,4
2281,Camaieu,Smartphone,4
2282,Cambria Automobiles,Desktop,69
2283,Cambria Automobiles,Smartphone,125
2284,Cambria Automobiles,Tablet,34
2285,Camelia Vaistine,Desktop,5
2286,Camelia Vaistine,Smartphone,3
2287,CameraNU.nl,Desktop,3
2288,CameraNU.nl,Tablet,1
2289,Camif-Matelsom,Desktop,25
2290,Camif-Matelsom,Smartphone,6
2291,Camif-Matelsom,Tablet,1
2292,Camila Brito Alegre,Desktop,1
2293,Camila Brito Alegre,Smartphone,1
2294,Camila Klein,Smartphone,1
2295,Campaign Monitor,Smartphone,3
2296,Campbell Soup Company,Desktop,8
2297,Campbell Soup Company,Tablet,1
2298,Camper Shoes,Desktop,15
2299,Camper Shoes,Smartphone,3
2300,Camper Shoes,Tablet,3
2301,Camping & Caravanning Club,Desktop,62
2302,Camping & Caravanning Club,Smartphone,717
2303,Camping & Caravanning Club,Tablet,205
2304,Camping World,Desktop,63
2305,Camping World,Smartphone,22
2306,Camping World,Tablet,4
2307,Campus Living Villages,Desktop,23
2308,Campus Living Villages,Smartphone,183
2309,Campus Living Villages,Tablet,42
2310,CANADA CORPORATION,Connected TV,11
2311,CANADA CORPORATION,Desktop,10451
2312,CANADA CORPORATION,Smartphone,8281
2313,CANADA CORPORATION,Tablet,2509
2314,Canada Drives,Desktop,48
2315,Canada Drives,Smartphone,37
2316,Canada Drives,Tablet,13
2317,Canada Goose,Desktop,1
2318,Canada Goose,Smartphone,2
2319,Canada Life,Desktop,3
2320,Canada Life,Smartphone,120
2321,Canada Life,Tablet,8
2322,Canada's Bridal Show,Desktop,33
2323,Canada's Bridal Show,Tablet,3
2324,Canadian Appliance Source,Desktop,373
2325,Canadian Appliance Source,Smartphone,281
2326,Canadian Appliance Source,Tablet,238
2327,Canadian Automobile Association,Desktop,3
2328,Canadian Automobile Association,Smartphone,5
2329,Canadian Automobile Association,Tablet,1
2330,Canadian Imperial Bank of Commerce,Desktop,19
2331,Canadian Imperial Bank of Commerce,Smartphone,129
2332,Canadian Imperial Bank of Commerce,Tablet,16
2333,Canadian Real Estate Association,Desktop,2
2334,Canadian Tire,Desktop,136
2335,Canadian Tire,Smartphone,393
2336,Canadian Tire,Tablet,176
2337,Canadian Tourism Commission,Desktop,88
2338,Canadian Tourism Commission,Smartphone,262
2339,Canadian Tourism Commission,Tablet,57
2340,Canadian Western Bank,Desktop,47
2341,Canadian Western Bank,Smartphone,50
2342,Canadian Western Bank,Tablet,56
2343,Canary Islands Car,Desktop,24
2344,Canary Islands Car,Smartphone,717
2345,Canary Islands Car,Tablet,27
2346,Cancer Council,Desktop,878
2347,Cancer Council,Smartphone,152
2348,Cancer Council,Tablet,265
2349,Cancer Treatment Centers of America,Smartphone,180
2350,Cancer Treatment Centers of America,Tablet,2
2351,Canica,Desktop,82
2352,Canica,Smartphone,59
2353,Canica,Tablet,25
2354,Canidae,Smartphone,1
2355,Canon,Desktop,20
2356,Canon,Smartphone,76
2357,Canon,Tablet,5
2358,Canvas on Demand,Desktop,20
2359,Canvas on Demand,Smartphone,12
2360,Canvas on Demand,Tablet,6
2361,Canyon Bicycles GmbH,Desktop,3
2362,Canyon Bicycles GmbH,Smartphone,10
2363,Capcom,Smartphone,70
2364,Capcom,Tablet,1
2365,CapGemini,Desktop,11
2366,CapGemini,Smartphone,18
2367,CapGemini,Tablet,6
2368,CapitaLand,Desktop,39
2369,CapitaLand,Smartphone,86
2370,CapitaLand,Tablet,9
2371,capitalfortune,Desktop,3
2372,capitalfortune,Smartphone,2
2373,Capital Intellect,Desktop,35
2374,Capital Intellect,Smartphone,1
2375,Capital Intellect,Tablet,8
2376,Capital Office Ltd,Desktop,69
2377,Capital Office Ltd,Smartphone,67
2378,Capital One,Connected TV,1
2379,Capital One,Desktop,115
2380,Capital One,Smartphone,571
2381,Capital One,Tablet,106
2382,Capitol Technologies,Desktop,16
2383,Capitol Technologies,Smartphone,50
2384,Capitol Technologies,Tablet,2
2385,Cap Retraite,Desktop,6
2386,Cap Retraite,Smartphone,2
2387,Cap Retraite,Tablet,3
2388,Caramoor Center for Music & the Arts,Desktop,2
2389,Caramoor Center for Music & the Arts,Tablet,5
2390,Cara Operations,Desktop,16
2391,Cara Operations,Smartphone,43
2392,Cara Operations,Tablet,23
2393,Carbonite,Desktop,2
2394,Cardinal Health,Smartphone,31
2395,Cardinal Health,Tablet,3
2396,Care.com,Desktop,2
2397,Care.com,Smartphone,13
2398,Care.com,Tablet,1
2399,Careem,Desktop,2
2400,Careem,Smartphone,1226
2401,Careem,Tablet,39
2402,CareerIndex,Smartphone,1
2403,CareerIndex,Tablet,1
2404,Care Of Carl,Desktop,51
2405,Care Of Carl,Smartphone,23
2406,Care Of Carl,Tablet,4
2407,Car Finance 247,Desktop,114
2408,Car Finance 247,Smartphone,15243
2409,Car Finance 247,Tablet,59
2410,Cargill,Smartphone,1
2411,Cargill,Tablet,5
2412,Car Gurus,Connected TV,8
2413,Car Gurus,Desktop,1813
2414,Car Gurus,Smartphone,3644
2415,Car Gurus,Tablet,997
2416,Carhartt,Smartphone,4
2417,Caribbean Medical School,Desktop,1
2418,Caribbean Medical School,Smartphone,8
2419,CarID,Smartphone,2
2420,Caring.com,Smartphone,3
2421,Caritas Australia,Smartphone,1
2422,Carl F. Bucherer,Smartphone,80
2423,Carl F. Bucherer,Tablet,174
2424,Carlisle Homes,Desktop,3
2425,Carlisle Homes,Smartphone,13
2426,Carlisle Homes,Tablet,1
2427,Carlsberg,Desktop,10
2428,Carlsberg,Smartphone,22
2429,Carlson,Desktop,493
2430,Carlson,Smartphone,835
2431,Carlson,Tablet,272
2432,Carlyle Group,Connected TV,1
2433,Carlyle Group,Desktop,491
2434,Carlyle Group,Smartphone,3001
2435,Carlyle Group,Tablet,359
2436,Carmana,Smartphone,3
2437,CarMax,Desktop,6
2438,CarMax,Smartphone,85
2439,CarMax,Tablet,4
2440,Car Next,Desktop,6
2441,Carnival Group,Desktop,158
2442,Carnival Group,Smartphone,111
2443,Carnival Group,Tablet,33
2444,Carolinas HealthCare System,Desktop,2
2445,Carolina West Wireless,Smartphone,1
2446,Carousell,Smartphone,1
2447,Carpages,Desktop,1
2448,Carpages,Smartphone,3
2449,Car People,Desktop,1
2450,Car People,Smartphone,2
2451,Carpet Tiles,Desktop,1
2452,CarpetVista,Desktop,43
2453,CarpetVista,Smartphone,35
2454,CarpetVista,Tablet,15
2455,CARPROOF,Smartphone,1
2456,Carrefour SA,Desktop,194
2457,Carrefour SA,Smartphone,256
2458,Carrefour SA,Tablet,49
2459,Carsales Network,Desktop,1
2460,Carsales Network,Smartphone,53
2461,Carsales Network,Tablet,5
2462,Cars.com,Desktop,2
2463,Cars.com,Smartphone,193
2464,Cars.com,Tablet,4
2465,Cars Scanner,Tablet,1
2466,Carters,Desktop,22
2467,Carters,Smartphone,72
2468,Carters,Tablet,9
2469,Carter's,Smartphone,6
2470,CartoucheClub,Desktop,1
2471,CarTrawler,Desktop,215
2472,CarTrawler,Smartphone,182
2473,CarTrawler,Tablet,17
2474,Carview,Desktop,10
2475,Carview,Smartphone,5
2476,Carwow,Desktop,9
2477,Carwow,Smartphone,3
2478,Carwow,Tablet,6
2479,Casa de Monede,Connected TV,1
2480,Casa de Monede,Desktop,15
2481,Casa de Monede,Smartphone,3
2482,CASAL SPORT,Desktop,1
2483,CashCall Inc.,Smartphone,1
2484,CashCall Inc.,Tablet,1
2485,Cash & Carry Kitchens,Desktop,14
2486,Cash & Carry Kitchens,Smartphone,45
2487,Cash & Carry Kitchens,Tablet,3
2488,Cash Converters,Desktop,19
2489,Cash Converters,Smartphone,25
2490,Cash Converters,Tablet,5
2491,Cash Crusaders,Desktop,9
2492,Cash Crusaders,Smartphone,22
2493,Cash Crusaders,Tablet,5
2494,Casino Group,Desktop,55
2495,Casino Group,Smartphone,62
2496,Casino Group,Tablet,18
2497,Casio Computer,Desktop,83
2498,Casio Computer,Smartphone,288
2499,Casio Computer,Tablet,229
2500,Casio India,Desktop,3
2501,Casio India,Smartphone,1
2502,Caskers,Smartphone,1
2503,Casper Sleep,Desktop,57
2504,Casper Sleep,Smartphone,110
2505,Casper Sleep,Tablet,30
2506,Cassava Enterprises,Connected TV,5
2507,Cassava Enterprises,Desktop,10376
2508,Cassava Enterprises,Smartphone,17877
2509,Cassava Enterprises,Tablet,1198
2510,castbox.fm,Smartphone,1
2511,Castle Trust,Desktop,2
2512,Castle Trust,Smartphone,4
2513,Castro,Desktop,4
2514,Castro,Smartphone,2
2515,Catawiki,Desktop,83
2516,Catawiki,Smartphone,67
2517,Catawiki,Tablet,17
2518,Catcha Group,Desktop,28
2519,Catcha Group,Smartphone,129
2520,Catcha Group,Tablet,10
2521,catchoftheday.com.au,Desktop,54
2522,catchoftheday.com.au,Smartphone,20
2523,catchoftheday.com.au,Tablet,6
2524,Caterpillar,Desktop,15
2525,Caterpillar,Smartphone,210
2526,Caterpillar,Tablet,20
2527,Catholic Healthcare West,Desktop,26
2528,Catholic Healthcare West,Smartphone,11
2529,Catholic Healthcare West,Tablet,2
2530,Catho Online,Desktop,1
2531,Catho Online,Smartphone,6
2532,Caverion,Desktop,17
2533,Caverion,Smartphone,8
2534,Caverion,Tablet,5
2535,CBD College,Smartphone,1
2536,CBR eCommerce,Desktop,11
2537,CBR eCommerce,Smartphone,4
2538,CBR eCommerce,Tablet,10
2539,CBRE Group,Desktop,121
2540,CBRE Group,Smartphone,84
2541,CBRE Group,Tablet,19
2542,CBRL Group,Smartphone,17
2543,cbr.ru,Desktop,80
2544,cbr.ru,Smartphone,5
2545,CBS Corporation,Desktop,449
2546,CBS Corporation,Smartphone,903
2547,CBS Corporation,Tablet,70
2548,CCA Global Partners,Desktop,22
2549,CCA Global Partners,Smartphone,787
2550,CCA Global Partners,Tablet,62
2551,C&C Casa & Construcao,Smartphone,20
2552,CCC Shoes & Bags,Desktop,44
2553,CCC Shoes & Bags,Smartphone,20
2554,CCC Shoes & Bags,Tablet,1
2555,cccu,Desktop,1
2556,cccu,Smartphone,3
2557,cccu,Tablet,3
2558,Cci,Smartphone,2
2559,Cci,Tablet,2
2560,CCL Industries,Desktop,1
2561,CCL Industries,Smartphone,13
2562,CCP Games,Desktop,27
2563,CCP Games,Smartphone,38
2564,CCP Games,Tablet,37
2565,CDK Global,Smartphone,7
2566,CDW,Smartphone,25
2567,CEC Entertainment Concepts,Smartphone,6
2568,Ceconomy,Desktop,281
2569,Ceconomy,Smartphone,148
2570,Ceconomy,Tablet,148
2571,Cedar Fair,Desktop,22
2572,Cedar Fair,Smartphone,70
2573,Cedars-Sinai Health System,Smartphone,2
2574,Cegos,Smartphone,1
2575,Celesio,Tablet,10
2576,Celexon,Desktop,2
2577,Cellfish,Desktop,9
2578,Cellfish,Smartphone,234
2579,Cellfish,Tablet,1
2580,CELSYS,Desktop,21
2581,CELSYS,Smartphone,5
2582,Cemod-Cz,Desktop,8
2583,Cemod-Cz,Smartphone,3
2584,Cencosud,Desktop,39
2585,Cencosud,Smartphone,76
2586,Cencosud,Tablet,4
2587,Cendyn/ONE,Smartphone,2
2588,Cengage Learning,Smartphone,4
2589,Cengage Learning,Tablet,1
2590,Centene Corporation,Smartphone,49
2591,Centene Corporation,Tablet,1
2592,Centennial College,Smartphone,2
2593,Centerpoint Energy- Inc.,Smartphone,9
2594,Centerpoint Energy- Inc.,Tablet,2
2595,Central Contracts,Desktop,5
2596,Central Contracts,Smartphone,18
2597,Central Contracts,Tablet,5
2598,Central Counties Tourism,Desktop,2
2599,Central Counties Tourism,Smartphone,1
2600,Central Counties Tourism,Tablet,1
2601,Central Equity Limited,Desktop,12
2602,Central Equity Limited,Smartphone,44
2603,Central Equity Limited,Tablet,4
2604,Central Garden & Pet,Smartphone,1
2605,Central Garden & Pet,Tablet,3
2606,Central Group,Desktop,55
2607,Central Group,Smartphone,62
2608,Central Group,Tablet,12
2609,Central Japan Railway,Desktop,5
2610,Central Michigan University,Smartphone,3
2611,Centre Lane Partners,Smartphone,3
2612,Centrica,Desktop,136
2613,Centrica,Smartphone,491
2614,Centrica,Tablet,81
2615,Century 21 Department Store,Desktop,18
2616,Century 21 Department Store,Smartphone,5
2617,Century Interactive,Desktop,5
2618,Century Interactive,Smartphone,13
2619,Century Interactive,Tablet,7
2620,CenturyLink,Desktop,32
2621,CenturyLink,Smartphone,155
2622,CenturyLink,Tablet,9
2623,Century Real Estate Holdings,Smartphone,1
2624,Cerberus Capital Management,Smartphone,1
2625,Ceridian,Smartphone,12
2626,Ceridian,Tablet,5
2627,Cermati,Smartphone,16
2628,Ceros,Desktop,14
2629,Ceros,Smartphone,5
2630,Ceros,Tablet,2
2631,CertaPro Painters,Smartphone,4
2632,Certideal,Desktop,2
2633,Certified Financial Planner Board of Standards,Desktop,4
2634,Certified Financial Planner Board of Standards,Smartphone,7
2635,Cetmen Magazalari,Smartphone,10
2636,Cetmen Magazalari,Tablet,2
2637,Cewe Stiftung & Co. KGaA,Desktop,11
2638,Cewe Stiftung & Co. KGaA,Smartphone,5
2639,Cewe Stiftung & Co. KGaA,Tablet,3
2640,CFA Institute,Desktop,3
2641,CFA Institute,Tablet,1
2642,Chairish- Inc.,Desktop,2
2643,Chairish- Inc.,Smartphone,12
2644,Chairish- Inc.,Tablet,2
2645,Chair King Backyard Store,Smartphone,17
2646,Chal-Tec,Desktop,43
2647,Chal-Tec,Smartphone,37
2648,Chal-Tec,Tablet,8
2649,Champion Windows,Smartphone,2
2650,Champion Windows,Tablet,1
2651,Chapman Automotive Group,Smartphone,9
2652,Chapman Automotive Group,Tablet,1
2653,CharityUSA.com- LLC,Desktop,2
2654,CharityUSA.com- LLC,Smartphone,4
2655,Charles Barker Automotive,Smartphone,3
2656,Charles & Colvard,Desktop,10
2657,Charles & Colvard,Smartphone,68
2658,Charles & Colvard,Tablet,4
2659,Charles Schwab,Desktop,6
2660,Charles Schwab,Smartphone,26
2661,Charles Schwab,Tablet,96
2662,Charles Tyrwhitt,Desktop,750
2663,Charles Tyrwhitt,Smartphone,786
2664,Charles Tyrwhitt,Tablet,220
2665,Charlotte Tilbury,Desktop,262
2666,Charlotte Tilbury,Smartphone,1886
2667,Charlotte Tilbury,Tablet,179
2668,Charter Communications,Desktop,47
2669,Charter Communications,Smartphone,460
2670,Charter Communications,Tablet,45
2671,Chartered Accountants Australia & New Zealand,Desktop,91
2672,Chartered Accountants Australia & New Zealand,Smartphone,304
2673,Chartered Accountants Australia & New Zealand,Tablet,41
2674,Chartered Professional Accountants of Canada,Smartphone,9
2675,Chartered Professional Accountants of Canada,Tablet,22
2676,Chartway Federal Credit Union,Desktop,1
2677,Chartwell Retirement Residences,Desktop,8
2678,Chartwell Retirement Residences,Smartphone,116
2679,Chartwell Retirement Residences,Tablet,8
2680,chase plant hire ltd,Desktop,1
2681,chase plant hire ltd,Smartphone,4
2682,Chasin,Smartphone,1
2683,Chateau D'Ax,Desktop,2
2684,Chateau D'Ax,Smartphone,86
2685,Chateau D'Ax,Tablet,3
2686,Chatrium Hotels & Residences,Smartphone,40
2687,Chatrium Hotels & Residences,Tablet,50
2688,Chausport,Smartphone,4
2689,CheapMunks,Smartphone,34
2690,Cheap Smells,Connected TV,1
2691,Cheap Smells,Desktop,211
2692,Cheap Smells,Smartphone,694
2693,Cheap Smells,Tablet,86
2694,CheckPeople.com,Desktop,1
2695,CheckPeople.com,Smartphone,5267
2696,CheckPeople.com,Tablet,21
2697,Chegg,Desktop,10
2698,Chegg,Smartphone,28
2699,Chegg,Tablet,1
2700,Chemed,Smartphone,10
2701,Chemion,Desktop,3
2702,Chemion,Smartphone,16
2703,Chery Automobile,Desktop,2
2704,Chery Automobile,Smartphone,2
2705,Cheung Kong Group,Desktop,1032
2706,Cheung Kong Group,Smartphone,2048
2707,Cheung Kong Group,Tablet,216
2708,Chevrolet Dealers,Desktop,2
2709,Chevron Corporation,Desktop,127
2710,Chevron Corporation,Smartphone,50
2711,Chevron Corporation,Tablet,7
2712,Chico's FAS,Desktop,2
2713,Chico's FAS,Smartphone,299
2714,Chico's FAS,Tablet,11
2715,Childrensalon,Desktop,144
2716,Childrensalon,Smartphone,269
2717,Childrensalon,Tablet,37
2718,Children's Hospital of Wisconsin,Smartphone,31
2719,Chilli Beans,Smartphone,1
2720,Chillisauce,Smartphone,22
2721,Chillisauce,Tablet,3
2722,chimecard,Smartphone,5
2723,China Airlines Group,Smartphone,1
2724,Chipotle Mexican Grill,Desktop,1
2725,Chipotle Mexican Grill,Smartphone,82
2726,Chipotle Mexican Grill,Tablet,5
2727,Chiquita Brands International,Smartphone,18
2728,Chisholm Hunter,Smartphone,4
2729,Chisholm Hunter,Tablet,1
2730,Choice 4U,Smartphone,2
2731,Choice Hotels International,Desktop,593
2732,Choice Hotels International,Smartphone,72
2733,Choice Hotels International,Tablet,109
2734,Chovanec Media,Desktop,1
2735,Chow Tai Fook,Desktop,25
2736,Chow Tai Fook,Smartphone,36
2737,Chow Tai Fook,Tablet,31
2738,Christelijke Mutualiteit (CM),Desktop,9
2739,Christelijke Mutualiteit (CM),Smartphone,3
2740,Chronext,Desktop,321
2741,Chronext,Smartphone,337
2742,Chronext,Tablet,142
2743,chrono24 gmbh,Desktop,32
2744,chrono24 gmbh,Smartphone,67
2745,chrono24 gmbh,Tablet,6
2746,Chubb,Smartphone,1
2747,Chula Vista Theme Resort,Smartphone,1
2748,Chums,Desktop,86
2749,Chums,Smartphone,168
2750,Chums,Tablet,45
2751,Church & Dwight,Desktop,232
2752,Church & Dwight,Smartphone,148
2753,Church & Dwight,Tablet,27
2754,Churchill Downs Incorporated,Smartphone,17
2755,Churchill Downs Incorporated,Tablet,2
2756,Church of Jesus Christ of Latter-day Saints,Desktop,117
2757,Church of Jesus Christ of Latter-day Saints,Smartphone,1044
2758,Church of Jesus Christ of Latter-day Saints,Tablet,150
2759,Church of Scientology International,Smartphone,18
2760,Church of Scientology International,Tablet,1
2761,Cia. Hering,Desktop,2
2762,Cia. Hering,Smartphone,2
2763,Cibes Lift Group,Desktop,1
2764,Cibes Lift Group,Smartphone,2
2765,Cigna,Desktop,10
2766,Cigna,Smartphone,24
2767,Cigna,Tablet,1
2768,Cimalpes,Smartphone,14
2769,CIMB,Desktop,82
2770,CIMB,Smartphone,211
2771,CIMB,Tablet,13
2772,Cimpress,Desktop,56
2773,Cimpress,Smartphone,18
2774,Cimpress,Tablet,6
2775,Cimri,Desktop,1
2776,Cincinnati Bell,Smartphone,1
2777,Cincinnati Symphony Orchestra,Desktop,3
2778,Cineplex,Desktop,2
2779,Cineplex,Tablet,1
2780,Cineworld,Desktop,222
2781,Cineworld,Smartphone,788
2782,Cineworld,Tablet,29
2783,Circuit Of The Americas,Smartphone,5
2784,Circuit Of The Americas,Tablet,1
2785,Cirque du Soleil,Desktop,40
2786,Cirque du Soleil,Smartphone,207
2787,Cirque du Soleil,Tablet,17
2788,Cirsa,Desktop,8
2789,Cirsa,Smartphone,3
2790,Cisco Systems,Desktop,46
2791,Cisco Systems,Smartphone,35
2792,Cisco Systems,Tablet,12
2793,Cision,Smartphone,2
2794,CIT Group,Desktop,1
2795,CIT Group,Smartphone,11
2796,Citigroup,Desktop,289
2797,Citigroup,Smartphone,206
2798,Citigroup,Tablet,101
2799,Citizen Holdings,Desktop,1
2800,Citizen Holdings,Smartphone,14
2801,Citizen Holdings,Tablet,1
2802,Citizens Equity First Credit Union,Desktop,5
2803,Citizens Financial Group,Smartphone,8
2804,Citizens Financial Group,Tablet,1
2805,Citrix Systems,Desktop,82
2806,Citrix Systems,Smartphone,2
2807,Citrix Systems,Tablet,2
2808,Citroen Dealers,Smartphone,4
2809,Citrus.ua,Desktop,4
2810,Citrus.ua,Smartphone,9
2811,Citrus.ua,Tablet,1
2812,Citya Immobilier,Desktop,15
2813,Citya Immobilier,Smartphone,15
2814,Citya Immobilier,Tablet,2
2815,City Car Club,Desktop,4
2816,City Car Club,Smartphone,19
2817,City Furniture,Desktop,3
2818,City Furniture,Smartphone,24
2819,City Furniture,Tablet,1
2820,City Index,Desktop,2192
2821,City Index,Smartphone,54
2822,City Index,Tablet,39
2823,CityInfo Experts,Desktop,6
2824,CityInfo Experts,Smartphone,6
2825,CityInfo Experts,Tablet,2
2826,City National Bank,Smartphone,79
2827,City National Bank,Tablet,2
2828,City Of Cincinnati,Smartphone,1
2829,City Of Cincinnati,Tablet,1
2830,City Of Hope,Desktop,3
2831,City Of Hope,Smartphone,9
2832,City Of Hope,Tablet,1
2833,City of Seattle,Desktop,1
2834,City of Seattle,Smartphone,5
2835,City of Seattle,Tablet,3
2836,CityPASS,Smartphone,4
2837,City- University Of London,Desktop,193
2838,City- University Of London,Smartphone,837
2839,City- University Of London,Tablet,33
2840,CJ Group,Desktop,15
2841,CJ Group,Smartphone,172
2842,CJ Group,Tablet,5
2843,CJ Pony Parts,Desktop,11
2844,CJ Pony Parts,Smartphone,24
2845,CJ Pony Parts,Tablet,4
2846,Clabere Negocios,Desktop,1
2847,Clariness,Desktop,1
2848,Clariness,Smartphone,2
2849,Clarins Group,Desktop,50
2850,Clarins Group,Smartphone,32
2851,Clarins Group,Tablet,8
2852,Clarks,Desktop,3164
2853,Clarks,Smartphone,13781
2854,Clarks,Tablet,3593
2855,Clarus Commerce,Desktop,13
2856,Clarus Commerce,Smartphone,6
2857,ClassifiedAds,Smartphone,4
2858,Clayton- Dubilier & Rice,Smartphone,3
2859,Clayton- Dubilier & Rice,Tablet,2
2860,Clear Bridge Group,Smartphone,1
2861,Clear Link Technologies,Desktop,148
2862,Clear Link Technologies,Smartphone,132
2863,Clear Link Technologies,Tablet,55
2864,Clear Mobile,Desktop,66
2865,Clear Mobile,Smartphone,139
2866,Clear Mobile,Tablet,9
2867,Cleartrip Travel Services,Desktop,179
2868,Cleartrip Travel Services,Smartphone,41
2869,Cleartrip Travel Services,Tablet,2
2870,Cleor,Desktop,1
2871,Cleor,Smartphone,6
2872,Cleveland Clinic,Desktop,16
2873,Cleveland Clinic,Smartphone,81
2874,Cleveland Clinic,Tablet,17
2875,Clickatell,Desktop,7
2876,Click n Compare Proprietary Limited,Desktop,91
2877,Click n Compare Proprietary Limited,Smartphone,123
2878,Click n Compare Proprietary Limited,Tablet,9
